Second,Volt,Volt2,
-1.39960e-04,2.00e-02,1.75e-01, 
-1.39760e-04,-4.00e-02,1.75e-01, 
-1.39560e-04,0.00e+00,1.74e-01, 
-1.39360e-04,2.00e-02,1.76e-01, 
-1.39160e-04,-2.00e-02,1.75e-01, 
-1.38960e-04,2.00e-02,1.76e-01, 
-1.38760e-04,-2.00e-02,1.76e-01, 
-1.38560e-04,2.00e-02,1.75e-01, 
-1.38360e-04,-2.00e-02,1.76e-01, 
-1.38160e-04,2.00e-02,1.75e-01, 
-1.37960e-04,0.00e+00,1.75e-01, 
-1.37760e-04,2.00e-02,1.75e-01, 
-1.37560e-04,0.00e+00,1.76e-01, 
-1.37360e-04,0.00e+00,1.76e-01, 
-1.37160e-04,4.00e-02,1.77e-01, 
-1.36960e-04,2.00e-02,1.77e-01, 
-1.36760e-04,-2.00e-02,1.78e-01, 
-1.36560e-04,0.00e+00,1.78e-01, 
-1.36360e-04,2.00e-02,1.76e-01, 
-1.36160e-04,2.00e-02,1.76e-01, 
-1.35960e-04,0.00e+00,1.75e-01, 
-1.35760e-04,0.00e+00,1.76e-01, 
-1.35560e-04,2.00e-02,1.75e-01, 
-1.35360e-04,2.00e-02,1.75e-01, 
-1.35160e-04,4.00e-02,1.77e-01, 
-1.34960e-04,4.00e-02,1.77e-01, 
-1.34760e-04,0.00e+00,1.76e-01, 
-1.34560e-04,0.00e+00,1.77e-01, 
-1.34360e-04,4.00e-02,1.78e-01, 
-1.34160e-04,4.00e-02,1.77e-01, 
-1.33960e-04,0.00e+00,1.76e-01, 
-1.33760e-04,6.00e-02,1.76e-01, 
-1.33560e-04,2.00e-02,1.76e-01, 
-1.33360e-04,2.00e-02,1.76e-01, 
-1.33160e-04,6.00e-02,1.74e-01, 
-1.32960e-04,2.00e-02,1.74e-01, 
-1.32760e-04,6.00e-02,1.76e-01, 
-1.32560e-04,6.00e-02,1.76e-01, 
-1.32360e-04,2.00e-02,1.74e-01, 
-1.32160e-04,6.00e-02,1.75e-01, 
-1.31960e-04,2.00e-02,1.74e-01, 
-1.31760e-04,8.00e-02,1.75e-01, 
-1.31560e-04,4.00e-02,1.75e-01, 
-1.31360e-04,6.00e-02,1.75e-01, 
-1.31160e-04,4.00e-02,1.76e-01, 
-1.30960e-04,4.00e-02,1.76e-01, 
-1.30760e-04,8.00e-02,1.76e-01, 
-1.30560e-04,8.00e-02,1.76e-01, 
-1.30360e-04,4.00e-02,1.77e-01, 
-1.30160e-04,4.00e-02,1.76e-01, 
-1.29960e-04,8.00e-02,1.75e-01, 
-1.29760e-04,4.00e-02,1.75e-01, 
-1.29560e-04,1.00e-01,1.74e-01, 
-1.29360e-04,6.00e-02,1.75e-01, 
-1.29160e-04,8.00e-02,1.75e-01, 
-1.28960e-04,6.00e-02,1.76e-01, 
-1.28760e-04,1.00e-01,1.76e-01, 
-1.28560e-04,6.00e-02,1.75e-01, 
-1.28360e-04,1.00e-01,1.77e-01, 
-1.28160e-04,1.00e-01,1.78e-01, 
-1.27960e-04,4.00e-02,1.77e-01, 
-1.27760e-04,6.00e-02,1.77e-01, 
-1.27560e-04,1.00e-01,1.78e-01, 
-1.27360e-04,1.00e-01,1.78e-01, 
-1.27160e-04,8.00e-02,1.78e-01, 
-1.26960e-04,1.00e-01,1.78e-01, 
-1.26760e-04,6.00e-02,1.76e-01, 
-1.26560e-04,8.00e-02,1.77e-01, 
-1.26360e-04,1.20e-01,1.76e-01, 
-1.26160e-04,1.00e-01,1.75e-01, 
-1.25960e-04,8.00e-02,1.76e-01, 
-1.25760e-04,1.00e-01,1.76e-01, 
-1.25560e-04,8.00e-02,1.74e-01, 
-1.25360e-04,1.00e-01,1.74e-01, 
